id,length,moa,smiles,Ecoli
13016,11,lipid bilayer,NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]([NH3+])CCCC[NH3+])[C@@H](C)O)Cc1c[NH]c2ccccc21)[C@@H](C)O,1
13028,11,lipid bilayer,[NH2+]=C(N)NCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]([NH3+])C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N,1
13039,11,lipid bilayer,[NH2+]=C(N)NCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]([NH3+])C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N,1
13041,11,unknown,[NH3+][C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC([O-])=O)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(N)=O,0
13042,12,lipid bilayer,C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]([NH3+])CCCC[NH3+])Cc1cnc[NH]1)C(C)C)[C@@H](C)O)C([O-])=O,1
13043,18,lipid bilayer,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H]([NH3+])C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1cnc[NH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1cnc[NH]1)C(=O)N[C@@H](CC(C)C)C([O-])=O,1
13044,18,lipid bilayer,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1cnc[NH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1cnc[NH]1)C(=O)N[C@@H](CC(C)C)C([O-])=O,1
13123,9,lipid bilayer,O=C(N)CN(Cc1ccccc1)C(=O)CN(CCc1c[NH]c2ccccc21)C(=O)CN(CCCC[NH3+])C(=O)CN(CCc1c[NH]c2ccccc21)C(=O)CN(CCc1c[NH]c2ccccc21)C(=O)CN(CCCC[NH3+])C(=O)CN(CCCC[NH3+])C(=O)CN(CCc1c[NH]c2ccccc21)C(=O)CNCCCC[NH3+],1
13124,9,lipid bilayer,[NH2+]=C(N)NCCC[C@H](NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@H](C(N)=O)[C@@H](C)CC,1
13125,9,lipid bilayer,O=C(N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@H](C(N)=O)[C@@H](C)CC)[C@@H]([NH3+])CCCC[NH3+],1
13126,9,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)[C@@H]([NH3+])CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@H](C(N)=O)[C@@H](C)CC,1
13127,9,lipid bilayer,[NH3+]CCCC[C@H]([NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,1
13129,9,lipid bilayer,[NH3+]CC[NH2+]CC(=O)N(CCc1c[NH]c2ccccc21)CC(=O)N(CC[NH3+])CC(=O)N(CC[NH3+])CC(=O)N(CCc1c[NH]c2ccccc21)CC(=O)N(CCc1c[NH]c2ccccc21)CC(=O)N(CC[NH3+])CC(=O)N(CC(=O)N(CC(N)=O)[C@@H](C)CC)CCc1c[NH]c2ccccc21,1
13131,9,lipid bilayer,O=C(C[NH2+]CCCC[NH3+])N(CCc1c[NH]c2ccccc21)CC(=O)N(CCCC[NH3+])CC(=O)N(CCCC[NH3+])CC(=O)N(CCc1c[NH]c2ccccc21)CC(=O)N(CCc1c[NH]c2ccccc21)CC(=O)N(CCCC[NH3+])CC(=O)N(CC(=O)N(CC(N)=O)CC(C)C)CCc1c[NH]c2ccccc21,0
13132,9,lipid bilayer,NC(=O)CN(CC(C)C)C(=O)CN(CC(c1ccccc1)c1ccccc1)C(=O)CN(CCCC[NH3+])C(=O)CN(CC(c1ccccc1)c1ccccc1)C(=O)CN(CC(c1ccccc1)c1ccccc1)C(=O)CN(CCCC[NH3+])C(=O)CN(CCCC[NH3+])C(=O)CN(CC(c1ccccc1)c1ccccc1)C(=O)C[NH2+]CCCC[NH3+],1
13133,9,lipid bilayer,[NH3+]CCCC[NH2+]CC(=O)N(CC(=O)N(CCCC[NH3+])CC(=O)N(CCCC[NH3+])CC(=O)N(CC(=O)N(CC(=O)N(CCCC[NH3+])CC(=O)N(CC(=O)N(CC(N)=O)CC(C)C)c1ccc2CCCc2c1)c1cc2CCCc2cc1)c1cc2CCCc2cc1)c1cc2CCCc2cc1,1
13134,9,lipid bilayer,[NH3+]CCCC[NH2+]CC(=O)N(CC(=O)N(CCCC[NH3+])CC(=O)N(CCCC[NH3+])CC(=O)N(CC(=O)N(CC(=O)N(CC(=O)N(CC(=O)N(CC(N)=O)CC(C)C)[C@@H](C)c1ccccc1)CCCC[NH3+])[C@@H](C)c1ccccc1)[C@H](C)c1ccccc1)[C@@H](C)c1ccccc1,0
13136,9,lipid bilayer,O=C(CN(CC(c1ccccc1)c1ccccc1)C(=O)C[NH2+]CCCC[NH3+])N(CCCC[NH3+])CC(=O)N(CCCC[NH3+])CC(=O)N(CC(c1ccccc1)c1ccccc1)CC(=O)N(CC(c1ccccc1)c1ccccc1)CC(=O)N(CCCC[NH3+])CC(=O)N(CC(c1ccccc1)c1ccccc1)CC(=O)N(CC(N)=O)C(C)C,1
13138,9,lipid bilayer,O=C(CN(Cc1ccccc1)C(=O)CN(CCc1c[NH]c2ccccc21)C(=O)CN(CCc1c[NH]c2ccccc21)C(=O)CNC(=O)C(CCc1c[NH]c2ccccc21)N(CCc1c[NH]c2ccccc21)C(=O)CN(CCCC[NH3+])C(=O)CN(CCCC[NH3+])C(=O)C[NH2+]CCCC[NH3+])N(CC(N)=O)CCCC[NH3+],0
13139,9,lipid bilayer,O=C(CN(CCCC[NH3+])C(=O)CN(CCCC[NH3+])C(=O)C[NH2+]CCCC[NH3+])N(CC(c1ccccc1)c1ccccc1)CC(=O)N(CC(c1ccccc1)c1ccccc1)CC(=O)N(CC(c1ccccc1)c1ccccc1)CC(=O)N(CC(c1ccccc1)c1ccccc1)CC(=O)N(CC(=O)N(CC(N)=O)CCCC[NH3+])Cc1ccccc1,0
13140,9,lipid bilayer,[NH3+]CCCC[NH2+]CC(=O)N(CCCC[NH3+])CC(=O)N(CCCC[NH3+])CC(=O)N(CC(=O)N(CC(=O)N(CC(=O)N(CC(=O)N(CC(=O)N(CC(N)=O)CCCC[NH3+])Cc1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@H](C)c1ccccc1)[C@@H](C)c1ccccc1,0
13144,8,lipid bilayer,[NH3+]CCCC[NH2+]CC(=O)N(CCCC[NH3+])CC(=O)N(CCCC[NH3+])CC(=O)N(CCCC[NH3+])CC(=O)N(CC(=O)N(CC(=O)N(CC(=O)N(CC(N)=O)CCc1c[NH]c2ccccc21)CCc1c[NH]c2ccccc21)CCc1c[NH]c2ccccc21)CCc1c[NH]c2ccccc21,1
13145,8,lipid bilayer,[NH3+]CC[NH2+]CC(=O)N(CC[NH3+])CC(=O)N(CCCC[NH3+])CC(=O)N(CCCC[NH3+])CC(=O)N(CC(=O)N(CC(=O)N(CC(=O)N(CC(N)=O)CCc1c[NH]c2ccccc21)CCc1c[NH]c2ccccc21)CCc1c[NH]c2ccccc21)CCc1c[NH]c2ccccc21,1
13155,11,lipid bilayer,[NH2+]=C(N)NCCC[C@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@@H]([NH3+])CCCC[NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(N)=O,1
13156,11,lipid bilayer,O=C(N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(N)=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@@H]([NH3+])CCCC[NH3+],1
13172,11,unknown,[NH3+][C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(N)=O,0
13329,13,lipid bilayer,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@@H]([NH3+])Cc1ccccc1)C(C)C)C(N)=O,0
13464,11,lipid bilayer,[O-]C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]1CSSC[C@@H]([NH3+])C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N1)[C@@H](C)CC)[C@@H](C)CC,1
13506,22,lipid bilayer,O=C1N[C@@H](CCCNC(=[NH2+])N)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@H](Cc2c[NH]c3ccccc32)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@H]1C(C)C)C(C)C)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C([O-])=O)C(C)C)C(C)C)C(C)C,0
13507,20,lipid bilayer,O=C1N[C@@H](CCCNC(=[NH2+])N)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@@H]([NH3+])Cc2c[NH]c3ccccc32)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H]1C(C)C)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C([O-])=O)C(C)C)C(C)C,1
13515,21,lipid bilayer,O=C1N[C@H](CCCNC(=[NH2+])N)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@H]1C(C)C)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C([O-])=O)C(C)C)C(C)C,1
13516,21,lipid bilayer,CC(C)[C@@H](NC(=O)CNC(=O)[C@@H](CCCNC(=[NH2+])N)NC(=O)[C@H](NC(=O)[C@@H](CCCNC(=[NH2+])N)NC(=O)[C@H](NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](C)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@H](NC(=O)[C@@H](CSCC(N)=O)NC(=O)[C@@H](Cc1c[NH]c2ccccc21)NC(=O)[C@H]([NH3+])CCCNC(=[NH2+])N)C(C)C)C(C)C)C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)N[C@H](CSCC(N)=O)C(=O)N[C@H](Cc1c[NH]c2ccccc21)C([O-])=O,1
13517,21,lipid bilayer,CC(C)[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CCCNC(N)=[NH2+])NC1=O)CCCNC(N)=[NH2+])C(=O)N[C@@H](Cc1c[NH]c3ccccc31)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1c[NH]c3ccccc31)C(=O)N2)C(C)C)Cc1ccc(O)cc1)Cc1ccc(O)cc1)C(C)C)CCCNC(=[NH2+])N)C(C)C)CCCNC(=[NH2+])N)C(C)C)CC(C)C,1
13529,12,lipid bilayer,CC(C)C[C@H](NC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+])C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCCNC(=[NH2+])N)[C@@H](C)CC)C(C)C)C(C)C)[C@@H](C)CC)C(C)C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N,1
13629,8,lipid bilayer,[NH3+][C@@H](CCCC[NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC[NH3+])C(N)=O,1
13631,12,lipid bilayer,O=C(N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC[NH3+])C(N)=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@@H]([NH3+])CCCC[NH3+])Cc1c[NH]c2ccccc21,1
13632,16,lipid bilayer,[NH3+]CCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@@H]([NH3+])CCCC[NH3+])CCCC[NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC[NH3+])C(N)=O,1
13633,8,lipid bilayer,[NH2+]=C(N)NCCC[C@H]([NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(N)=O,1
13634,12,lipid bilayer,NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(N)=O,1
13635,12,lipid bilayer,O=C(N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH3+])C(N)=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@@H]([NH3+])CCCC[NH3+])Cc1c[NH]c2ccccc21,1
13636,12,lipid bilayer,O=C(CNC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)CNC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@@H]([NH3+])CCCC[NH3+])Cc1c[NH]c2ccccc21)N[C@@H](CCCC[NH3+])C(N)=O,1
13646,12,lipid bilayer,O=C(N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@H](C(=O)N[C@@H](CCCC[NH3+])C(N)=O)C(C)C)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@@H]([NH3+])CCCC[NH3+])C(C)C)Cc1c[NH]c2ccccc21)C(C)C,1
13668,7,lipid bilayer,[O-]C(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]([NH3+])Cc1c[NH]c2ccccc21)[C@@H](C)CC)[C@@H](C)CC,0
13669,13,lipid bilayer,O=C(N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC([O-])=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC([O-])=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C([O-])=O)C[NH3+],0
13670,12,lipid bilayer,[NH2+]=C(N)NCCC[C@H]([NH3+])C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH3+])C(N)=O)[C@@H](C)O,0
13674,12,lipid bilayer,O=C(N[C@@H](Cc1c[NH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH3+])C(N)=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)Cc1c[NH]c2ccccc21)[C@@H](C)O,1
13675,12,lipid bilayer,O=C(N)[C@H](CCCC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H]([NH3+])Cc1c[NH]c2ccccc21)CC(C)C)[C@@H](C)O)Cc1c[NH]c2ccccc21,1
13676,12,lipid bilayer,CC(C)C[C@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[NH]c2ccccc21)C(N)=O,1
13677,12,lipid bilayer,O=C(N)[C@H](CCCC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H](NC(=O)[C@H](Cc1c[NH]c2ccccc21)NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)CC(C)C)[C@@H](C)O)Cc1c[NH]c2ccccc21,1
